touch_id,user_id,campaign_id,placement_id,creative_id,source_type,timestamp,start_param,data_source
st_000187,su_00219,cmp_002,pl_010,cr_010,click,2026-08-24 22:43:44.167743277,c_cmp_002_p_pl_010_cr_cr_010,synthetic
st_000188,su_00219,cmp_002,pl_010,cr_010,bot_start,2026-08-24 22:55:25.086588996,c_cmp_002_p_pl_010_cr_cr_010,synthetic
st_000189,su_00219,cmp_002,pl_010,cr_010,lead,2026-08-25 06:24:00.160462923,c_cmp_002_p_pl_010_cr_cr_010,synthetic
st_000190,su_00220,cmp_004,pl_020,cr_005,click,2026-09-10 16:28:32.645072947,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000191,su_00220,cmp_004,pl_020,cr_005,bot_start,2026-09-10 16:39:33.612177061,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000192,su_00220,cmp_004,pl_020,cr_005,lead,2026-09-11 11:17:53.013932457,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000193,su_00223,cmp_005,pl_029,cr_014,click,2026-09-06 18:05:47.779364344,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000194,su_00223,cmp_005,pl_029,cr_014,bot_start,2026-09-06 18:09:29.226054524,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000195,su_00226,cmp_002,pl_018,cr_003,click,2026-08-09 20:06:49.780610310,c_cmp_002_p_pl_018_cr_cr_003,synthetic
st_000196,su_00227,cmp_006,pl_014,cr_014,click,2026-09-09 11:55:45.472704062,c_cmp_006_p_pl_014_cr_cr_014,synthetic
st_000197,su_00227,cmp_006,pl_014,cr_014,bot_start,2026-09-09 12:17:10.045892561,c_cmp_006_p_pl_014_cr_cr_014,synthetic
st_000198,su_00228,cmp_004,pl_012,cr_012,click,2026-08-27 23:42:11.966264819,c_cmp_004_p_pl_012_cr_cr_012,synthetic
st_000199,su_00229,cmp_006,pl_006,cr_006,click,2026-08-18 15:09:21.935975177,c_cmp_006_p_pl_006_cr_cr_006,synthetic
st_000200,su_00229,cmp_006,pl_006,cr_006,bot_start,2026-08-18 15:31:29.494423586,c_cmp_006_p_pl_006_cr_cr_006,synthetic
st_000201,su_00230,cmp_001,pl_009,cr_009,click,2026-08-22 16:20:30.395296221,c_cmp_001_p_pl_009_cr_cr_009,synthetic
st_000202,su_00230,cmp_001,pl_009,cr_009,bot_start,2026-08-22 16:35:36.114030456,c_cmp_001_p_pl_009_cr_cr_009,synthetic
st_000203,su_00230,cmp_001,pl_009,cr_009,lead,2026-08-23 00:43:20.968267990,c_cmp_001_p_pl_009_cr_cr_009,synthetic
st_000204,su_00231,cmp_000,pl_024,cr_009,click,2026-08-22 18:25:51.034022094,c_cmp_000_p_pl_024_cr_cr_009,synthetic
st_000205,su_00231,cmp_000,pl_024,cr_009,bot_start,2026-08-22 18:37:03.723646724,c_cmp_000_p_pl_024_cr_cr_009,synthetic
st_000206,su_00232,cmp_002,pl_002,cr_002,click,2026-08-10 05:51:19.958589951,c_cmp_002_p_pl_002_cr_cr_002,synthetic
st_000207,su_00232,cmp_002,pl_002,cr_002,bot_start,2026-08-10 05:54:16.500332800,c_cmp_002_p_pl_002_cr_cr_002,synthetic
st_000208,su_00232,cmp_002,pl_002,cr_002,lead,2026-08-10 08:17:27.961638981,c_cmp_002_p_pl_002_cr_cr_002,synthetic
st_000209,su_00233,cmp_004,pl_012,cr_012,click,2026-08-29 02:55:09.568813428,c_cmp_004_p_pl_012_cr_cr_012,synthetic
st_000210,su_00233,cmp_004,pl_012,cr_012,bot_start,2026-08-29 03:20:08.135319645,c_cmp_004_p_pl_012_cr_cr_012,synthetic
st_000211,su_00234,cmp_006,pl_014,cr_014,click,2026-09-10 00:54:15.175861856,c_cmp_006_p_pl_014_cr_cr_014,synthetic
st_000212,su_00234,cmp_006,pl_014,cr_014,bot_start,2026-09-10 00:57:15.479366168,c_cmp_006_p_pl_014_cr_cr_014,synthetic
st_000213,su_00236,cmp_005,pl_021,cr_006,click,2026-08-16 08:11:28.763357186,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000214,su_00239,cmp_001,pl_017,cr_002,click,2026-08-21 10:38:54.089233021,c_cmp_001_p_pl_017_cr_cr_002,synthetic
st_000215,su_00239,cmp_001,pl_017,cr_002,bot_start,2026-08-21 11:05:36.311826664,c_cmp_001_p_pl_017_cr_cr_002,synthetic
st_000216,su_00239,cmp_001,pl_017,cr_002,lead,2026-08-22 03:41:45.468625038,c_cmp_001_p_pl_017_cr_cr_002,synthetic
st_000217,su_00240,cmp_007,pl_015,cr_000,click,2026-09-07 00:57:53.236415938,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000218,su_00240,cmp_007,pl_015,cr_000,bot_start,2026-09-07 01:06:09.720447417,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000219,su_00242,cmp_004,pl_004,cr_004,click,2026-09-02 13:17:34.964091777,c_cmp_004_p_pl_004_cr_cr_004,synthetic
st_000220,su_00243,cmp_000,pl_008,cr_008,click,2026-09-05 16:35:57.790171353,c_cmp_000_p_pl_008_cr_cr_008,synthetic
st_000221,su_00245,cmp_005,pl_029,cr_014,click,2026-09-04 09:05:43.187848167,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000222,su_00245,cmp_005,pl_029,cr_014,bot_start,2026-09-04 09:22:49.332626793,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000223,su_00246,cmp_007,pl_007,cr_007,click,2026-09-09 17:04:48.208904518,c_cmp_007_p_pl_007_cr_cr_007,synthetic
st_000224,su_00246,cmp_007,pl_007,cr_007,bot_start,2026-09-09 17:21:55.435589001,c_cmp_007_p_pl_007_cr_cr_007,synthetic
st_000225,su_00248,cmp_005,pl_029,cr_014,click,2026-09-04 03:13:03.821706785,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000226,su_00248,cmp_005,pl_029,cr_014,bot_start,2026-09-04 03:29:21.908974236,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000227,su_00248,cmp_005,pl_029,cr_014,lead,2026-09-05 01:52:43.588193768,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000228,su_00254,cmp_004,pl_020,cr_005,click,2026-09-11 18:58:54.699433646,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000229,su_00254,cmp_004,pl_020,cr_005,bot_start,2026-09-11 19:05:46.884619982,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000230,su_00254,cmp_004,pl_020,cr_005,lead,2026-09-12 06:54:31.243228318,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000231,su_00257,cmp_007,pl_023,cr_008,click,2026-08-11 07:59:09.213322951,c_cmp_007_p_pl_023_cr_cr_008,synthetic
st_000232,su_00258,cmp_001,pl_009,cr_009,click,2026-08-22 04:35:58.083055601,c_cmp_001_p_pl_009_cr_cr_009,synthetic
st_000233,su_00259,cmp_002,pl_002,cr_002,click,2026-08-09 06:24:42.881477328,c_cmp_002_p_pl_002_cr_cr_002,synthetic
st_000234,su_00260,cmp_003,pl_011,cr_011,click,2026-08-07 11:29:54.020534157,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000235,su_00260,cmp_003,pl_011,cr_011,bot_start,2026-08-07 11:35:02.853412464,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000236,su_00261,cmp_007,pl_015,cr_000,click,2026-09-06 18:22:57.458665727,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000237,su_00262,cmp_001,pl_025,cr_010,click,2026-08-14 19:23:20.067900924,c_cmp_001_p_pl_025_cr_cr_010,synthetic
st_000238,su_00264,cmp_003,pl_019,cr_004,click,2026-08-30 22:32:00.846902027,c_cmp_003_p_pl_019_cr_cr_004,synthetic
st_000239,su_00264,cmp_003,pl_019,cr_004,bot_start,2026-08-30 22:56:46.691216674,c_cmp_003_p_pl_019_cr_cr_004,synthetic
st_000240,su_00265,cmp_007,pl_015,cr_000,click,2026-09-08 12:52:32.936857797,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000241,su_00267,cmp_007,pl_015,cr_000,click,2026-09-06 10:07:55.628050848,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000242,su_00269,cmp_003,pl_027,cr_012,click,2026-09-04 11:18:00.432691042,c_cmp_003_p_pl_027_cr_cr_012,synthetic
st_000243,su_00269,cmp_003,pl_027,cr_012,bot_start,2026-09-04 11:35:20.602951596,c_cmp_003_p_pl_027_cr_cr_012,synthetic
st_000244,su_00273,cmp_005,pl_005,cr_005,click,2026-08-09 21:14:26.006311579,c_cmp_005_p_pl_005_cr_cr_005,synthetic
st_000245,su_00273,cmp_005,pl_005,cr_005,bot_start,2026-08-09 21:30:12.944619764,c_cmp_005_p_pl_005_cr_cr_005,synthetic
st_000246,su_00273,cmp_005,pl_005,cr_005,lead,2026-08-10 08:16:22.238410912,c_cmp_005_p_pl_005_cr_cr_005,synthetic
st_000247,su_00274,cmp_003,pl_011,cr_011,click,2026-08-06 21:32:02.493333035,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000248,su_00274,cmp_003,pl_011,cr_011,bot_start,2026-08-06 21:41:33.984552443,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000249,su_00274,cmp_003,pl_011,cr_011,lead,2026-08-07 09:55:33.094292455,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000250,su_00278,cmp_001,pl_009,cr_009,click,2026-08-20 13:12:05.041378401,c_cmp_001_p_pl_009_cr_cr_009,synthetic
st_000251,su_00285,cmp_002,pl_010,cr_010,click,2026-08-25 20:48:25.723137196,c_cmp_002_p_pl_010_cr_cr_010,synthetic
st_000252,su_00285,cmp_002,pl_010,cr_010,bot_start,2026-08-25 20:54:14.550803183,c_cmp_002_p_pl_010_cr_cr_010,synthetic
st_000253,su_00286,cmp_000,pl_000,cr_000,click,2026-08-22 04:52:57.406804207,c_cmp_000_p_pl_000_cr_cr_000,synthetic
st_000254,su_00288,cmp_004,pl_028,cr_013,click,2026-08-18 09:51:14.809364353,c_cmp_004_p_pl_028_cr_cr_013,synthetic
st_000255,su_00288,cmp_004,pl_028,cr_013,bot_start,2026-08-18 10:11:36.079949644,c_cmp_004_p_pl_028_cr_cr_013,synthetic
st_000256,su_00288,cmp_004,pl_028,cr_013,lead,2026-08-19 04:23:58.841585958,c_cmp_004_p_pl_028_cr_cr_013,synthetic
st_000257,su_00290,cmp_007,pl_015,cr_000,click,2026-09-08 08:51:12.796061017,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000258,su_00290,cmp_007,pl_015,cr_000,bot_start,2026-09-08 09:06:32.808072669,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000259,su_00292,cmp_001,pl_017,cr_002,click,2026-08-22 23:47:23.980168586,c_cmp_001_p_pl_017_cr_cr_002,synthetic
st_000260,su_00292,cmp_001,pl_017,cr_002,bot_start,2026-08-23 00:04:39.030747570,c_cmp_001_p_pl_017_cr_cr_002,synthetic
st_000261,su_00292,cmp_001,pl_017,cr_002,lead,2026-08-23 07:21:30.615136466,c_cmp_001_p_pl_017_cr_cr_002,synthetic
st_000262,su_00293,cmp_002,pl_026,cr_011,click,2026-08-21 17:56:26.382122402,c_cmp_002_p_pl_026_cr_cr_011,synthetic
st_000263,su_00293,cmp_002,pl_026,cr_011,bot_start,2026-08-21 18:10:54.440952193,c_cmp_002_p_pl_026_cr_cr_011,synthetic
st_000264,su_00293,cmp_002,pl_026,cr_011,lead,2026-08-22 14:01:14.816162729,c_cmp_002_p_pl_026_cr_cr_011,synthetic
st_000265,su_00298,cmp_004,pl_012,cr_012,click,2026-08-27 16:59:34.313802889,c_cmp_004_p_pl_012_cr_cr_012,synthetic
st_000266,su_00298,cmp_004,pl_012,cr_012,bot_start,2026-08-27 17:24:57.125139617,c_cmp_004_p_pl_012_cr_cr_012,synthetic
st_000267,su_00298,cmp_004,pl_012,cr_012,lead,2026-08-28 03:10:36.639104147,c_cmp_004_p_pl_012_cr_cr_012,synthetic
st_000268,su_00299,cmp_000,pl_016,cr_001,click,2026-08-11 10:21:08.476069341,c_cmp_000_p_pl_016_cr_cr_001,synthetic
st_000269,su_00299,cmp_000,pl_016,cr_001,bot_start,2026-08-11 10:35:41.531729473,c_cmp_000_p_pl_016_cr_cr_001,synthetic
st_000270,su_00299,cmp_000,pl_016,cr_001,lead,2026-08-11 21:36:21.054841912,c_cmp_000_p_pl_016_cr_cr_001,synthetic
st_000271,su_00300,cmp_007,pl_023,cr_008,click,2026-08-13 06:03:51.833665268,c_cmp_007_p_pl_023_cr_cr_008,synthetic
st_000272,su_00301,cmp_000,pl_024,cr_009,click,2026-08-23 08:35:15.973808562,c_cmp_000_p_pl_024_cr_cr_009,synthetic
st_000273,su_00301,cmp_000,pl_024,cr_009,bot_start,2026-08-23 08:57:42.133648714,c_cmp_000_p_pl_024_cr_cr_009,synthetic
st_000274,su_00301,cmp_000,pl_024,cr_009,lead,2026-08-24 01:14:22.871793752,c_cmp_000_p_pl_024_cr_cr_009,synthetic
st_000275,su_00303,cmp_002,pl_026,cr_011,click,2026-08-22 15:17:47.279959416,c_cmp_002_p_pl_026_cr_cr_011,synthetic
st_000276,su_00307,cmp_005,pl_005,cr_005,click,2026-08-09 12:06:58.816474751,c_cmp_005_p_pl_005_cr_cr_005,synthetic
st_000277,su_00307,cmp_005,pl_005,cr_005,bot_start,2026-08-09 12:32:56.197060927,c_cmp_005_p_pl_005_cr_cr_005,synthetic
st_000278,su_00309,cmp_007,pl_015,cr_000,click,2026-09-08 11:19:26.555330774,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000279,su_00309,cmp_007,pl_015,cr_000,bot_start,2026-09-08 11:32:20.549295258,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000280,su_00311,cmp_007,pl_015,cr_000,click,2026-09-08 17:26:03.346449155,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000281,su_00311,cmp_007,pl_015,cr_000,bot_start,2026-09-08 17:35:43.187232038,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000282,su_00311,cmp_007,pl_015,cr_000,lead,2026-09-09 01:56:47.527759270,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000283,su_00313,cmp_001,pl_017,cr_002,click,2026-08-23 13:37:56.313671886,c_cmp_001_p_pl_017_cr_cr_002,synthetic
st_000284,su_00313,cmp_001,pl_017,cr_002,bot_start,2026-08-23 14:01:38.318417503,c_cmp_001_p_pl_017_cr_cr_002,synthetic
st_000285,su_00313,cmp_001,pl_017,cr_002,lead,2026-08-23 18:54:49.932390136,c_cmp_001_p_pl_017_cr_cr_002,synthetic
st_000286,su_00316,cmp_005,pl_013,cr_013,click,2026-09-03 19:23:53.715164367,c_cmp_005_p_pl_013_cr_cr_013,synthetic
st_000287,su_00316,cmp_005,pl_013,cr_013,bot_start,2026-09-03 19:34:03.145355819,c_cmp_005_p_pl_013_cr_cr_013,synthetic
st_000288,su_00316,cmp_005,pl_013,cr_013,lead,2026-09-04 18:16:13.662902284,c_cmp_005_p_pl_013_cr_cr_013,synthetic
st_000289,su_00318,cmp_004,pl_004,cr_004,click,2026-09-04 08:26:33.281301132,c_cmp_004_p_pl_004_cr_cr_004,synthetic
st_000290,su_00318,cmp_004,pl_004,cr_004,bot_start,2026-09-04 08:46:21.839718290,c_cmp_004_p_pl_004_cr_cr_004,synthetic
st_000291,su_00318,cmp_004,pl_004,cr_004,lead,2026-09-04 15:22:36.034244819,c_cmp_004_p_pl_004_cr_cr_004,synthetic
st_000292,su_00320,cmp_005,pl_021,cr_006,click,2026-08-18 20:40:56.646957314,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000293,su_00320,cmp_005,pl_021,cr_006,bot_start,2026-08-18 21:06:11.048527322,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000294,su_00325,cmp_003,pl_019,cr_004,click,2026-08-31 11:18:57.983073879,c_cmp_003_p_pl_019_cr_cr_004,synthetic
st_000295,su_00325,cmp_003,pl_019,cr_004,bot_start,2026-08-31 11:24:46.393201384,c_cmp_003_p_pl_019_cr_cr_004,synthetic
st_000296,su_00333,cmp_006,pl_006,cr_006,click,2026-08-19 02:01:49.940582795,c_cmp_006_p_pl_006_cr_cr_006,synthetic
st_000297,su_00333,cmp_006,pl_006,cr_006,bot_start,2026-08-19 02:26:47.894939747,c_cmp_006_p_pl_006_cr_cr_006,synthetic
st_000298,su_00333,cmp_006,pl_006,cr_006,lead,2026-08-19 18:03:39.869123235,c_cmp_006_p_pl_006_cr_cr_006,synthetic
st_000299,su_00334,cmp_003,pl_011,cr_011,click,2026-08-07 16:30:13.557428168,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000300,su_00334,cmp_003,pl_011,cr_011,bot_start,2026-08-07 16:37:17.960897907,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000301,su_00334,cmp_003,pl_011,cr_011,lead,2026-08-07 22:35:11.945984137,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000302,su_00335,cmp_003,pl_011,cr_011,click,2026-08-08 19:26:43.541859070,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000303,su_00336,cmp_004,pl_028,cr_013,click,2026-08-17 19:20:54.753908059,c_cmp_004_p_pl_028_cr_cr_013,synthetic
st_000304,su_00336,cmp_004,pl_028,cr_013,bot_start,2026-08-17 19:33:55.857359787,c_cmp_004_p_pl_028_cr_cr_013,synthetic
st_000305,su_00336,cmp_004,pl_028,cr_013,lead,2026-08-18 03:31:55.166884653,c_cmp_004_p_pl_028_cr_cr_013,synthetic
st_000306,su_00337,cmp_004,pl_012,cr_012,click,2026-08-30 03:57:49.809155749,c_cmp_004_p_pl_012_cr_cr_012,synthetic
st_000307,su_00337,cmp_004,pl_012,cr_012,bot_start,2026-08-30 04:16:51.146783062,c_cmp_004_p_pl_012_cr_cr_012,synthetic
st_000308,su_00337,cmp_004,pl_012,cr_012,lead,2026-08-30 05:15:25.238229132,c_cmp_004_p_pl_012_cr_cr_012,synthetic
st_000309,su_00338,cmp_001,pl_009,cr_009,click,2026-08-20 10:19:21.335247863,c_cmp_001_p_pl_009_cr_cr_009,synthetic
st_000310,su_00338,cmp_001,pl_009,cr_009,bot_start,2026-08-20 10:23:04.140758822,c_cmp_001_p_pl_009_cr_cr_009,synthetic
st_000311,su_00338,cmp_001,pl_009,cr_009,lead,2026-08-20 18:37:03.874794769,c_cmp_001_p_pl_009_cr_cr_009,synthetic
st_000312,su_00343,cmp_005,pl_021,cr_006,click,2026-08-18 23:30:35.034636429,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000313,su_00343,cmp_005,pl_021,cr_006,bot_start,2026-08-18 23:49:39.179052626,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000314,su_00348,cmp_003,pl_003,cr_003,click,2026-09-09 13:56:02.718556880,c_cmp_003_p_pl_003_cr_cr_003,synthetic
st_000315,su_00348,cmp_003,pl_003,cr_003,bot_start,2026-09-09 14:21:49.362013208,c_cmp_003_p_pl_003_cr_cr_003,synthetic
st_000316,su_00350,cmp_005,pl_013,cr_013,click,2026-09-03 01:52:59.630554815,c_cmp_005_p_pl_013_cr_cr_013,synthetic
st_000317,su_00350,cmp_005,pl_013,cr_013,bot_start,2026-09-03 02:11:05.865126724,c_cmp_005_p_pl_013_cr_cr_013,synthetic
st_000318,su_00350,cmp_005,pl_013,cr_013,lead,2026-09-03 16:30:23.046177174,c_cmp_005_p_pl_013_cr_cr_013,synthetic
st_000319,su_00351,cmp_005,pl_021,cr_006,click,2026-08-18 01:30:41.392632765,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000320,su_00351,cmp_005,pl_021,cr_006,bot_start,2026-08-18 01:41:00.948971757,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000321,su_00351,cmp_005,pl_021,cr_006,lead,2026-08-18 07:55:56.404403170,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000322,su_00352,cmp_000,pl_024,cr_009,click,2026-08-22 11:12:12.444067539,c_cmp_000_p_pl_024_cr_cr_009,synthetic
st_000323,su_00355,cmp_002,pl_026,cr_011,click,2026-08-21 17:43:09.199628158,c_cmp_002_p_pl_026_cr_cr_011,synthetic
st_000324,su_00355,cmp_002,pl_026,cr_011,bot_start,2026-08-21 17:48:42.423993519,c_cmp_002_p_pl_026_cr_cr_011,synthetic
st_000325,su_00357,cmp_005,pl_029,cr_014,click,2026-09-05 10:22:01.328165995,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000326,su_00357,cmp_005,pl_029,cr_014,bot_start,2026-09-05 10:31:14.558223418,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000327,su_00357,cmp_005,pl_029,cr_014,lead,2026-09-05 15:19:43.274717581,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000328,su_00360,cmp_006,pl_022,cr_007,click,2026-08-23 04:48:44.926932968,c_cmp_006_p_pl_022_cr_cr_007,synthetic
st_000329,su_00360,cmp_006,pl_022,cr_007,bot_start,2026-08-23 04:56:44.777538907,c_cmp_006_p_pl_022_cr_cr_007,synthetic
st_000330,su_00360,cmp_006,pl_022,cr_007,lead,2026-08-23 18:20:40.667568862,c_cmp_006_p_pl_022_cr_cr_007,synthetic
st_000331,su_00362,cmp_001,pl_001,cr_001,click,2026-09-06 17:46:32.146025441,c_cmp_001_p_pl_001_cr_cr_001,synthetic
st_000332,su_00362,cmp_001,pl_001,cr_001,bot_start,2026-09-06 18:15:56.029262322,c_cmp_001_p_pl_001_cr_cr_001,synthetic
st_000333,su_00362,cmp_001,pl_001,cr_001,lead,2026-09-07 14:15:08.137808105,c_cmp_001_p_pl_001_cr_cr_001,synthetic
st_000334,su_00364,cmp_006,pl_014,cr_014,click,2026-09-10 16:39:49.640590978,c_cmp_006_p_pl_014_cr_cr_014,synthetic
st_000335,su_00369,cmp_007,pl_007,cr_007,click,2026-09-09 00:16:28.374366561,c_cmp_007_p_pl_007_cr_cr_007,synthetic
st_000336,su_00369,cmp_007,pl_007,cr_007,bot_start,2026-09-09 00:21:34.217691292,c_cmp_007_p_pl_007_cr_cr_007,synthetic
st_000337,su_00369,cmp_007,pl_007,cr_007,lead,2026-09-09 21:03:43.171176364,c_cmp_007_p_pl_007_cr_cr_007,synthetic
st_000338,su_00372,cmp_006,pl_006,cr_006,click,2026-08-17 18:07:30.253933512,c_cmp_006_p_pl_006_cr_cr_006,synthetic
st_000339,su_00372,cmp_006,pl_006,cr_006,bot_start,2026-08-17 18:26:56.095783285,c_cmp_006_p_pl_006_cr_cr_006,synthetic
st_000340,su_00373,cmp_003,pl_011,cr_011,click,2026-08-09 06:54:40.077266696,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000341,su_00374,cmp_006,pl_022,cr_007,click,2026-08-24 00:51:16.024464202,c_cmp_006_p_pl_022_cr_cr_007,synthetic
st_000342,su_00375,cmp_001,pl_025,cr_010,click,2026-08-14 06:08:08.950566737,c_cmp_001_p_pl_025_cr_cr_010,synthetic
st_000343,su_00375,cmp_001,pl_025,cr_010,bot_start,2026-08-14 06:15:24.043602711,c_cmp_001_p_pl_025_cr_cr_010,synthetic
st_000344,su_00375,cmp_001,pl_025,cr_010,lead,2026-08-14 20:48:16.175820012,c_cmp_001_p_pl_025_cr_cr_010,synthetic
st_000345,su_00376,cmp_006,pl_014,cr_014,click,2026-09-10 06:22:16.008915400,c_cmp_006_p_pl_014_cr_cr_014,synthetic
st_000346,su_00379,cmp_000,pl_000,cr_000,click,2026-08-22 01:45:13.726288880,c_cmp_000_p_pl_000_cr_cr_000,synthetic
st_000347,su_00379,cmp_000,pl_000,cr_000,bot_start,2026-08-22 01:52:39.923206397,c_cmp_000_p_pl_000_cr_cr_000,synthetic
st_000348,su_00380,cmp_002,pl_018,cr_003,click,2026-08-10 16:07:21.930328948,c_cmp_002_p_pl_018_cr_cr_003,synthetic
st_000349,su_00380,cmp_002,pl_018,cr_003,bot_start,2026-08-10 16:21:31.218999459,c_cmp_002_p_pl_018_cr_cr_003,synthetic
st_000350,su_00381,cmp_005,pl_005,cr_005,click,2026-08-11 15:13:56.862959091,c_cmp_005_p_pl_005_cr_cr_005,synthetic
st_000351,su_00381,cmp_005,pl_005,cr_005,bot_start,2026-08-11 15:16:19.466844624,c_cmp_005_p_pl_005_cr_cr_005,synthetic
st_000352,su_00381,cmp_005,pl_005,cr_005,lead,2026-08-12 00:56:36.828438564,c_cmp_005_p_pl_005_cr_cr_005,synthetic
st_000353,su_00384,cmp_004,pl_020,cr_005,click,2026-09-11 14:41:40.490980443,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000354,su_00385,cmp_000,pl_000,cr_000,click,2026-08-22 03:26:38.257008769,c_cmp_000_p_pl_000_cr_cr_000,synthetic
st_000355,su_00385,cmp_000,pl_000,cr_000,bot_start,2026-08-22 03:47:09.848263648,c_cmp_000_p_pl_000_cr_cr_000,synthetic
st_000356,su_00385,cmp_000,pl_000,cr_000,lead,2026-08-22 10:41:51.771890476,c_cmp_000_p_pl_000_cr_cr_000,synthetic
st_000357,su_00393,cmp_001,pl_001,cr_001,click,2026-09-05 16:37:24.937025104,c_cmp_001_p_pl_001_cr_cr_001,synthetic
st_000358,su_00393,cmp_001,pl_001,cr_001,bot_start,2026-09-05 17:07:18.004438982,c_cmp_001_p_pl_001_cr_cr_001,synthetic
st_000359,su_00393,cmp_001,pl_001,cr_001,lead,2026-09-06 13:03:22.882474818,c_cmp_001_p_pl_001_cr_cr_001,synthetic
st_000360,su_00394,cmp_003,pl_011,cr_011,click,2026-08-06 22:18:39.083094789,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000361,su_00394,cmp_003,pl_011,cr_011,bot_start,2026-08-06 22:37:00.522665724,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000362,su_00394,cmp_003,pl_011,cr_011,lead,2026-08-07 02:01:32.930878233,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000363,su_00401,cmp_002,pl_010,cr_010,click,2026-08-27 02:57:43.888792708,c_cmp_002_p_pl_010_cr_cr_010,synthetic
st_000364,su_00401,cmp_002,pl_010,cr_010,bot_start,2026-08-27 02:58:51.481494143,c_cmp_002_p_pl_010_cr_cr_010,synthetic
st_000365,su_00401,cmp_002,pl_010,cr_010,lead,2026-08-28 01:30:02.950568274,c_cmp_002_p_pl_010_cr_cr_010,synthetic
st_000366,su_00403,cmp_001,pl_001,cr_001,click,2026-09-07 08:42:58.599141736,c_cmp_001_p_pl_001_cr_cr_001,synthetic
st_000367,su_00403,cmp_001,pl_001,cr_001,bot_start,2026-09-07 08:52:20.273449726,c_cmp_001_p_pl_001_cr_cr_001,synthetic
st_000368,su_00403,cmp_001,pl_001,cr_001,lead,2026-09-07 10:00:12.272177701,c_cmp_001_p_pl_001_cr_cr_001,synthetic
st_000369,su_00406,cmp_007,pl_015,cr_000,click,2026-09-07 07:23:09.236776227,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000370,su_00406,cmp_007,pl_015,cr_000,bot_start,2026-09-07 07:25:58.110517799,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000371,su_00406,cmp_007,pl_015,cr_000,lead,2026-09-07 10:10:25.012657068,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000372,su_00408,cmp_002,pl_018,cr_003,click,2026-08-10 13:34:16.159166665,c_cmp_002_p_pl_018_cr_cr_003,synthetic
st_000373,su_00409,cmp_000,pl_000,cr_000,click,2026-08-22 07:57:21.688827574,c_cmp_000_p_pl_000_cr_cr_000,synthetic
st_000374,su_00409,cmp_000,pl_000,cr_000,bot_start,2026-08-22 08:21:47.319830462,c_cmp_000_p_pl_000_cr_cr_000,synthetic
