touch_id,user_id,touch_type,campaign_id,placement_id,creative_id,timestamp,start_param,data_source
t_000050,129,click,cmp_002,pl_002,cr_002,2026-08-06 12:34:23.241222527,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000053,130,bot_start,cmp_000,pl_004,cr_003,2026-08-14 04:11:05.106061381,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000054,131,click,cmp_002,pl_005,cr_004,2026-08-04 03:58:21.940844328,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000055,132,click,cmp_000,pl_004,cr_003,2026-08-12 20:21:16.274025456,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000056,133,click,cmp_000,pl_001,cr_004,2026-08-15 13:39:57.706636579,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000057,134,bot_start,cmp_003,pl_009,cr_000,2026-08-25 03:36:44.224441044,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000058,134,click,cmp_002,pl_005,cr_004,2026-08-30 13:19:51.405173617,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000059,135,click,cmp_001,pl_006,cr_002,2026-08-05 15:04:06.021725088,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000060,136,bot_start,cmp_002,pl_005,cr_004,2026-08-26 05:05:25.059329274,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000061,137,bot_start,cmp_000,pl_004,cr_003,2026-08-04 11:33:34.059688742,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000064,138,click,cmp_002,pl_008,cr_001,2026-08-05 00:47:03.266873239,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000062,138,click,cmp_003,pl_009,cr_000,2026-08-05 16:55:46.191011807,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000063,138,click,cmp_003,pl_009,cr_000,2026-08-06 04:21:33.876282682,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000065,138,click,cmp_000,pl_004,cr_003,2026-08-22 07:37:02.930597113,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000066,139,click,cmp_000,pl_004,cr_003,2026-08-30 05:24:45.491025915,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000068,140,bot_start,cmp_003,pl_009,cr_000,2026-08-19 15:39:18.429504733,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000070,141,click,cmp_003,pl_007,cr_003,2026-08-18 12:31:52.171228178,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000069,141,bot_start,cmp_000,pl_001,cr_004,2026-08-22 19:13:41.580500597,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000071,141,bot_start,cmp_003,pl_009,cr_000,2026-08-23 11:58:06.227794069,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000072,142,click,cmp_001,pl_006,cr_002,2026-08-05 01:48:49.195571329,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000075,143,click,cmp_002,pl_000,cr_000,2026-08-13 00:39:58.738085743,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000074,143,click,cmp_002,pl_005,cr_004,2026-08-14 22:38:18.803621490,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000073,143,bot_start,cmp_003,pl_007,cr_003,2026-08-15 10:31:56.370647833,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000076,144,click,cmp_002,pl_005,cr_004,2026-08-22 22:34:45.730036439,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000078,144,bot_start,cmp_000,pl_001,cr_004,2026-08-26 06:32:57.578276123,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000077,144,bot_start,cmp_003,pl_007,cr_003,2026-08-28 10:10:10.618910913,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000080,144,click,cmp_003,pl_007,cr_003,2026-08-30 02:27:29.507117286,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000079,144,click,cmp_002,pl_008,cr_001,2026-08-30 09:18:26.577184846,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000081,145,click,cmp_002,pl_000,cr_000,2026-08-27 04:47:18.092709181,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000083,146,click,cmp_002,pl_000,cr_000,2026-08-14 00:04:19.078941843,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000084,146,bot_start,cmp_003,pl_007,cr_003,2026-08-14 15:46:30.285766457,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000082,146,lead,cmp_003,pl_009,cr_000,2026-08-17 17:44:46.519693168,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000085,147,click,cmp_000,pl_004,cr_003,2026-08-31 20:44:09.281356780,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000087,148,bot_start,cmp_002,pl_000,cr_000,2026-08-18 22:32:48.031478465,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000086,148,click,cmp_002,pl_005,cr_004,2026-08-21 22:17:24.397261934,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000088,149,bot_start,cmp_004,pl_003,cr_000,2026-08-16 17:17:59.336158419,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000091,150,bot_start,cmp_002,pl_002,cr_002,2026-09-05 02:53:03.914906418,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000092,151,bot_start,cmp_002,pl_002,cr_002,2026-08-31 01:27:36.571643295,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000093,152,bot_start,cmp_002,pl_000,cr_000,2026-08-09 12:38:41.913804714,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000094,153,click,cmp_002,pl_000,cr_000,2026-08-07 18:00:30.993814403,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000096,154,bot_start,cmp_002,pl_002,cr_002,2026-09-01 05:25:05.347130521,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000097,154,bot_start,cmp_002,pl_000,cr_000,2026-09-05 01:27:15.383445084,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000095,154,click,cmp_000,pl_004,cr_003,2026-09-05 06:10:45.861701951,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000100,155,click,cmp_001,pl_006,cr_002,2026-08-31 09:32:04.835087492,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000098,155,bot_start,cmp_002,pl_008,cr_001,2026-09-03 04:06:37.885259924,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000099,155,bot_start,cmp_002,pl_000,cr_000,2026-09-04 17:37:19.930232579,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000101,156,click,cmp_003,pl_007,cr_003,2026-08-15 14:01:10.735962366,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000102,157,click,cmp_000,pl_001,cr_004,2026-08-24 15:05:05.666881774,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000104,157,click,cmp_002,pl_005,cr_004,2026-08-24 15:55:55.179514997,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000103,157,bot_start,cmp_000,pl_004,cr_003,2026-08-26 05:29:58.829518781,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000105,158,click,cmp_003,pl_009,cr_000,2026-08-09 06:01:37.437287347,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000106,159,bot_start,cmp_000,pl_004,cr_003,2026-08-04 14:39:49.324063964,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000108,160,click,cmp_002,pl_002,cr_002,2026-08-05 21:23:30.535201508,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000109,161,bot_start,cmp_004,pl_003,cr_000,2026-08-04 15:33:02.748862184,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000111,162,bot_start,cmp_002,pl_005,cr_004,2026-08-11 16:51:49.640228845,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000110,162,bot_start,cmp_002,pl_005,cr_004,2026-08-12 05:32:59.541586974,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000112,163,click,cmp_004,pl_003,cr_000,2026-08-20 08:36:44.777315030,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000113,163,click,cmp_002,pl_005,cr_004,2026-08-22 08:18:22.051315815,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000114,163,bot_start,cmp_002,pl_008,cr_001,2026-08-25 02:09:03.583003835,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000115,164,click,cmp_002,pl_000,cr_000,2026-08-07 21:00:47.569254332,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000116,165,bot_start,cmp_002,pl_002,cr_002,2026-08-19 10:19:17.404789183,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000117,165,bot_start,cmp_000,pl_004,cr_003,2026-08-23 19:23:48.995887548,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000118,166,lead,cmp_004,pl_003,cr_000,2026-08-04 23:00:08.281229844,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000119,167,bot_start,cmp_000,pl_001,cr_004,2026-08-06 08:37:04.103996095,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000120,167,click,cmp_003,pl_007,cr_003,2026-08-08 19:26:51.354581661,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000121,168,lead,cmp_003,pl_007,cr_003,2026-08-19 07:58:15.510426987,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000123,169,click,cmp_004,pl_003,cr_000,2026-08-31 05:57:22.574958472,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000124,169,click,cmp_002,pl_000,cr_000,2026-09-02 02:34:21.993758671,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000122,169,click,cmp_000,pl_001,cr_004,2026-09-02 05:51:41.263596357,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000126,170,click,cmp_003,pl_009,cr_000,2026-08-08 10:21:52.390834891,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000127,171,bot_start,cmp_002,pl_002,cr_002,2026-08-25 18:44:33.763117357,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000129,172,click,cmp_002,pl_008,cr_001,2026-08-17 16:45:37.664761917,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000130,172,bot_start,cmp_004,pl_003,cr_000,2026-08-18 04:35:35.745759613,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000128,172,click,cmp_002,pl_002,cr_002,2026-08-20 19:18:29.731021845,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000131,173,click,cmp_002,pl_005,cr_004,2026-08-07 08:54:35.559371830,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000132,173,lead,cmp_000,pl_004,cr_003,2026-08-08 05:38:08.912236415,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000133,173,click,cmp_001,pl_006,cr_002,2026-08-09 16:07:08.303303400,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000134,174,lead,cmp_001,pl_006,cr_002,2026-09-05 02:48:55.329181922,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000135,175,click,cmp_000,pl_001,cr_004,2026-08-13 03:05:33.201345843,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000136,176,lead,cmp_002,pl_005,cr_004,2026-08-04 05:42:57.472515862,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000137,176,bot_start,cmp_002,pl_005,cr_004,2026-08-04 18:46:05.246751778,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000138,176,bot_start,cmp_003,pl_007,cr_003,2026-08-08 10:41:57.153623270,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000139,177,click,cmp_000,pl_004,cr_003,2026-08-21 13:12:16.949468000,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000140,177,bot_start,cmp_003,pl_009,cr_000,2026-08-23 04:20:00.035838867,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000141,178,click,cmp_002,pl_002,cr_002,2026-08-20 19:59:17.099579614,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000144,179,click,cmp_002,pl_005,cr_004,2026-08-06 05:46:39.336309251,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000143,179,lead,cmp_002,pl_002,cr_002,2026-08-06 08:58:45.223628818,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000142,179,click,cmp_002,pl_000,cr_000,2026-08-06 10:17:10.104245520,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000148,180,click,cmp_002,pl_008,cr_001,2026-09-01 18:44:05.396516955,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000146,180,bot_start,cmp_000,pl_001,cr_004,2026-09-04 15:48:15.059512167,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000147,180,click,cmp_002,pl_002,cr_002,2026-09-06 03:41:22.729833888,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000149,181,bot_start,cmp_000,pl_004,cr_003,2026-08-30 00:27:02.552613217,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000150,181,click,cmp_002,pl_008,cr_001,2026-08-30 08:06:30.245531623,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000151,181,bot_start,cmp_000,pl_004,cr_003,2026-08-30 11:52:15.251495955,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000152,182,click,cmp_004,pl_003,cr_000,2026-09-01 09:00:20.810361996,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000155,183,click,cmp_002,pl_000,cr_000,2026-08-04 11:55:33.593905662,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000154,183,click,cmp_000,pl_004,cr_003,2026-08-04 16:49:16.119274424,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000153,183,click,cmp_003,pl_007,cr_003,2026-08-07 00:47:32.170258562,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000156,184,click,cmp_004,pl_003,cr_000,2026-08-07 21:49:35.572433981,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000157,185,bot_start,cmp_000,pl_004,cr_003,2026-08-20 20:58:35.072370487,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000158,185,click,cmp_000,pl_004,cr_003,2026-08-23 14:14:21.912691716,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000159,186,bot_start,cmp_002,pl_005,cr_004,2026-08-04 12:42:32.433576630,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000161,187,click,cmp_000,pl_001,cr_004,2026-08-04 06:47:52.535032809,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000160,187,click,cmp_004,pl_003,cr_000,2026-08-07 17:08:50.450190467,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000162,188,bot_start,cmp_000,pl_001,cr_004,2026-08-30 01:53:18.497798090,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000163,188,bot_start,cmp_002,pl_002,cr_002,2026-08-30 16:15:48.690886480,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000164,188,click,cmp_002,pl_008,cr_001,2026-09-04 08:10:26.279874077,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000165,189,click,cmp_000,pl_004,cr_003,2026-08-25 14:47:41.761129726,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000167,190,click,cmp_003,pl_009,cr_000,2026-09-05 06:22:08.090814006,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000168,191,click,cmp_000,pl_004,cr_003,2026-08-26 09:46:39.233191235,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000169,192,click,cmp_002,pl_008,cr_001,2026-08-22 18:47:21.263879666,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000170,193,click,cmp_001,pl_006,cr_002,2026-09-05 23:34:01.346569833,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000171,194,click,cmp_000,pl_001,cr_004,2026-08-21 00:03:36.673145552,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000173,195,click,cmp_003,pl_009,cr_000,2026-08-27 12:19:35.106338811,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000174,195,lead,cmp_000,pl_004,cr_003,2026-08-29 19:19:11.807261987,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000172,195,click,cmp_002,pl_005,cr_004,2026-08-29 20:36:22.368352523,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000175,196,click,cmp_000,pl_004,cr_003,2026-09-05 03:09:01.003839250,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000176,197,lead,cmp_000,pl_004,cr_003,2026-09-03 06:05:54.863287802,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000177,198,click,cmp_003,pl_009,cr_000,2026-09-03 23:52:08.179154437,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000178,199,click,cmp_000,pl_001,cr_004,2026-08-17 04:14:28.512478132,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000182,200,click,cmp_001,pl_006,cr_002,2026-08-18 09:57:23.831166741,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000183,200,click,cmp_002,pl_005,cr_004,2026-08-20 06:07:11.827741424,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000184,201,click,cmp_000,pl_004,cr_003,2026-08-21 23:25:17.587123328,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000185,202,bot_start,cmp_001,pl_006,cr_002,2026-08-20 16:56:29.962040098,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000187,203,click,cmp_001,pl_006,cr_002,2026-08-22 05:43:34.685294129,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000186,203,click,cmp_003,pl_007,cr_003,2026-08-22 13:02:43.606475095,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000188,204,lead,cmp_001,pl_006,cr_002,2026-09-06 23:04:01.783254333,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000189,205,click,cmp_002,pl_005,cr_004,2026-08-28 09:41:28.423448288,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000190,206,click,cmp_002,pl_008,cr_001,2026-08-08 17:07:20.138517482,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000191,207,click,cmp_003,pl_009,cr_000,2026-08-08 19:25:39.038537694,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000192,208,bot_start,cmp_002,pl_008,cr_001,2026-08-11 15:50:59.013114878,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000193,209,click,cmp_003,pl_007,cr_003,2026-08-18 01:45:16.773143813,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000197,210,click,cmp_004,pl_003,cr_000,2026-09-04 01:22:25.106560860,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000198,211,bot_start,cmp_003,pl_009,cr_000,2026-08-18 21:51:03.821201017,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000199,211,click,cmp_001,pl_006,cr_002,2026-08-19 12:00:28.006467050,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000200,212,bot_start,cmp_002,pl_008,cr_001,2026-09-03 06:02:32.599842893,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000202,212,click,cmp_003,pl_007,cr_003,2026-09-04 07:03:38.034955543,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000201,212,click,cmp_002,pl_008,cr_001,2026-09-08 11:29:01.232826535,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000203,213,click,cmp_001,pl_006,cr_002,2026-08-19 10:00:48.982010745,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000205,213,click,cmp_002,pl_005,cr_004,2026-08-20 08:01:31.231878504,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000204,213,bot_start,cmp_004,pl_003,cr_000,2026-08-20 17:09:04.988565914,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000206,214,click,cmp_003,pl_009,cr_000,2026-09-06 05:35:39.357996475,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000208,215,click,cmp_002,pl_002,cr_002,2026-08-17 21:56:06.153242925,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000207,215,bot_start,cmp_003,pl_007,cr_003,2026-08-22 23:56:39.997933132,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000209,216,click,cmp_003,pl_009,cr_000,2026-08-19 20:47:15.891552567,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000210,217,lead,cmp_000,pl_001,cr_004,2026-08-06 23:17:34.463272761,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000212,218,lead,cmp_002,pl_002,cr_002,2026-08-16 04:17:22.216256190,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000211,218,bot_start,cmp_002,pl_002,cr_002,2026-08-19 23:04:17.949918937,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000215,219,click,cmp_003,pl_007,cr_003,2026-08-24 12:47:21.151667082,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000213,219,click,cmp_000,pl_004,cr_003,2026-08-26 01:54:04.598731060,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000214,219,bot_start,cmp_000,pl_001,cr_004,2026-08-27 10:16:10.217703003,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000217,220,bot_start,cmp_002,pl_008,cr_001,2026-08-19 16:10:08.451978059,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000218,221,click,cmp_004,pl_003,cr_000,2026-08-16 16:48:48.778055884,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000219,222,click,cmp_004,pl_003,cr_000,2026-08-04 04:18:28.115050701,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000220,223,bot_start,cmp_002,pl_002,cr_002,2026-08-04 17:39:35.294929710,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000222,224,bot_start,cmp_002,pl_002,cr_002,2026-09-02 18:16:53.323530500,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000221,224,click,cmp_003,pl_007,cr_003,2026-09-07 06:44:10.284729439,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000224,225,lead,cmp_002,pl_005,cr_004,2026-08-04 06:46:21.180229031,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000223,225,click,cmp_000,pl_004,cr_003,2026-08-04 10:25:46.250517880,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000225,226,click,cmp_004,pl_003,cr_000,2026-08-30 20:39:29.990517776,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000226,226,click,cmp_002,pl_005,cr_004,2026-09-01 00:22:25.348567722,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000227,227,click,cmp_002,pl_000,cr_000,2026-08-05 17:40:19.580670252,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000228,227,lead,cmp_000,pl_004,cr_003,2026-08-07 02:55:59.608704025,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000231,228,bot_start,cmp_001,pl_006,cr_002,2026-08-04 09:54:37.050807287,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000230,228,bot_start,cmp_003,pl_009,cr_000,2026-08-07 01:37:34.095103151,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000229,228,click,cmp_002,pl_008,cr_001,2026-08-07 01:47:05.022958422,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000232,228,click,cmp_001,pl_006,cr_002,2026-08-31 19:35:58.289682070,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000233,229,click,cmp_002,pl_005,cr_004,2026-08-11 20:30:32.589642531,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000234,229,bot_start,cmp_003,pl_009,cr_000,2026-08-22 03:53:04.319575506,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000237,230,click,cmp_002,pl_000,cr_000,2026-08-28 15:08:40.153569479,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000238,230,bot_start,cmp_001,pl_006,cr_002,2026-08-31 04:58:44.282181823,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000241,231,lead,cmp_000,pl_001,cr_004,2026-08-28 22:44:23.580376440,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000240,231,click,cmp_003,pl_009,cr_000,2026-08-29 15:14:37.461366724,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000239,231,bot_start,cmp_004,pl_003,cr_000,2026-08-29 20:59:06.989626650,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000242,232,click,cmp_003,pl_007,cr_003,2026-08-06 07:06:59.215121464,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000243,232,bot_start,cmp_002,pl_002,cr_002,2026-08-08 08:28:47.981840462,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000245,233,bot_start,cmp_000,pl_001,cr_004,2026-08-04 05:55:13.184592339,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000244,233,click,cmp_000,pl_001,cr_004,2026-08-06 03:54:39.293155529,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000246,234,click,cmp_003,pl_007,cr_003,2026-08-09 23:08:37.341622078,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000247,235,click,cmp_003,pl_009,cr_000,2026-08-21 20:28:47.415709778,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000248,236,click,cmp_003,pl_009,cr_000,2026-08-24 15:53:00.467077134,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000249,236,bot_start,cmp_003,pl_007,cr_003,2026-08-26 03:06:30.882492102,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000250,236,click,cmp_003,pl_009,cr_000,2026-08-28 13:50:04.389754061,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000252,237,bot_start,cmp_002,pl_008,cr_001,2026-08-19 21:04:59.697778473,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000251,237,click,cmp_002,pl_008,cr_001,2026-08-20 23:13:48.677581038,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000253,237,lead,cmp_002,pl_008,cr_001,2026-08-21 11:23:59.471569878,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000256,238,click,cmp_001,pl_006,cr_002,2026-09-01 06:04:20.092307656,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000254,238,click,cmp_004,pl_003,cr_000,2026-09-02 02:16:32.447560786,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000255,238,click,cmp_001,pl_006,cr_002,2026-09-03 04:20:53.811564929,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000257,239,click,cmp_001,pl_006,cr_002,2026-08-25 14:51:12.933324279,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000259,240,click,cmp_001,pl_006,cr_002,2026-08-21 11:57:15.539639025,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000260,241,click,cmp_003,pl_007,cr_003,2026-08-29 05:06:53.052024405,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000262,242,bot_start,cmp_000,pl_001,cr_004,2026-08-23 07:42:40.768181228,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000263,242,click,cmp_000,pl_004,cr_003,2026-08-23 15:52:23.553586678,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000261,242,click,cmp_003,pl_009,cr_000,2026-08-23 22:23:33.553860010,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000265,243,click,cmp_002,pl_000,cr_000,2026-08-17 10:45:59.655779697,c_cmp_002_p_pl_000_cr_cr_000,synthetic
